dataset,interactionType,interactionTypeHighlevel,rowid,task,thinkTime,thinkTimeAdj,userid
weather1,analysis-filter,data,9,t3,5.265,0.9419999999999993,73
weather1,analysis-filter,data,10,t3,36.118,32.843,73
weather1,formatting,formatting,11,t3,33.052,29.841,73
weather1,analysis-filter,data,12,t3,21.831,13.232999999999999,73
weather1,analysis-filter,data,13,t3,25.024,24.038,73
weather1,analysis-filter,data,14,t3,29.823,28.866,73
weather1,analysis-filter,data,15,t3,1.675,0.4790000000000001,73
weather1,analysis-filter,data,16,t3,2.22,1.1780000000000002,73
weather1,analysis-filter,data,17,t3,78.491,76.895,73
weather1,shelf-add,shelf,18,t3,7.098,5.528,73
weather1,worksheet-add,worksheet,0,t3,3.264,2.71,77
weather1,shelf-add,shelf,1,t3,1.542,1.174,77
weather1,shelf-add,shelf,2,t3,1.9,1.57,77
weather1,shelf-remove,shelf,3,t3,1.301,0.9989999999999999,77
weather1,shelf-add,shelf,4,t3,14.435,13.349,77
weather1,analysis-filter,data,5,t3,4.914,4.055,77
weather1,analysis-filter,data,6,t3,22.248,21.482,77
weather1,shelf-add,shelf,7,t3,10.06,8.575000000000001,77
weather1,data-bin,data,8,t3,3.464,2.407,77
weather1,undo,undo,9,t3,17.916,17.082,77
weather1,worksheet-add,worksheet,10,t3,2.98,2.434,77
weather1,shelf-add,shelf,11,t3,1.767,1.4769999999999999,77
weather1,data-bin,data,12,t3,4.955,4.5200000000000005,77
weather1,data-bin,data,13,t3,5.823,5.417000000000001,77
weather1,data-bin,data,14,t3,55.54,55.122,77
weather1,data-bin,data,15,t3,2.066,1.1949999999999998,77
weather1,undo,undo,16,t3,48.457,47.714999999999996,77
weather1,worksheet-add,worksheet,0,t3,31.189,30.439,93
weather1,shelf-add,shelf,1,t3,9.141,7.862,93
weather1,analysis-filter,data,2,t3,26.195,25.113,93
weather1,formatting,formatting,3,t3,9.158,8.111999999999998,93
weather1,shelf-add,shelf,4,t3,21.294,20.384,93
weather1,analysis-filter,data,5,t3,15.406,14.222000000000001,93
weather1,worksheet-add,worksheet,6,t3,8.056,7.296999999999999,93
weather1,shelf-add,shelf,7,t3,71.308,70.82500000000002,93
weather1,formatting-data,formatting,8,t3,38.607,38.187999999999995,93
weather1,formatting-data,formatting,9,t3,3.757,3.355,93
weather1,shelf-remove,shelf,10,t3,2.032,1.177,93
weather1,shelf-add,shelf,11,t3,3.811,3.343,93
weather1,shelf-remove,shelf,12,t3,2.827,2.415,93
weather1,shelf-add,shelf,13,t3,7.623,7.269,93
weather1,shelf-add,shelf,14,t3,7.996,0,93
weather1,worksheet-add,worksheet,0,t3,18.041,17.375,97
weather1,shelf-add,shelf,1,t3,6.211,5.803,97
weather1,shelf-remove,shelf,2,t3,19.308,18.826999999999998,97
weather1,shelf-add,shelf,3,t3,29.512,29.187,97
weather1,shelf-remove,shelf,4,t3,20.704,20.218,97
weather1,shelf-add,shelf,5,t3,2.806,1.7340000000000002,97
weather1,shelf-add,shelf,6,t3,17.358,15.356000000000002,97
weather1,show-me,show-me,7,t3,20.926,18.285,97
weather1,shelf-add,shelf,8,t3,16.19,13.100000000000001,97
weather1,data-bin,data,9,t3,16.162,13.432,97
weather1,analysis-filter,data,10,t3,13.018,10.83,97
weather1,analysis-filter,data,11,t3,11.423,8.682,97
weather1,analysis-filter,data,12,t3,7.07,4.526,97
weather1,analysis-filter,data,13,t3,3.994,0.7850000000000001,97
weather1,analysis-filter,data,14,t3,11.033,8.149,97
weather1,analysis-filter,data,15,t3,7.269,4.768000000000001,97
weather1,analysis-filter,data,16,t3,18.726,16.24,97
weather1,analysis-filter,data,17,t3,33.896,30.942,97
weather1,data-bin,data,18,t3,5.897,2.8970000000000002,97
weather1,analysis-filter,data,19,t3,2.61,0.16500000000000004,97
weather1,analysis-filter,data,20,t3,3.399,0.992,97
weather1,analysis-filter,data,21,t3,18.243,14.767,97
weather1,data-bin,data,22,t3,13.835,11.148,97
weather1,shelf-add,shelf,23,t3,5.161,0,97
weather1,analysis-filter,data,24,t3,5.092,4.0089999999999995,97
weather1,analysis-filter,data,25,t3,4.011,2.971,97
weather1,analysis-filter,data,26,t3,2.233,1.2100000000000002,97
weather1,analysis-filter,data,27,t3,5.164,3.907,97
weather1,analysis-filter,data,28,t3,37.533,36.518,97
weather1,analysis-filter,data,29,t3,2.797,1.445,97
weather1,analysis-filter,data,30,t3,2.761,1.939,97
faa1,worksheet-add,worksheet,0,t2,85.495,84.71600000000001,09
faa1,shelf-add,shelf,1,t2,1.868,1.617,09
faa1,shelf-add,shelf,2,t2,31.715,31.447,09
faa1,shelf-add,shelf,3,t2,5.349,4.553,09
faa1,data-bin,data,4,t2,73.126,72.511,09
faa1,shelf-add,shelf,5,t2,31.763,28.416,09
faa1,analysis-filter,data,6,t2,5.476,5.103,09
faa1,analysis-filter,data,7,t2,7.386,6.858,09
faa1,data-bin,data,8,t2,6.327,5.6160000000000005,09
faa1,data-bin,data,9,t2,8.311,8.047,09
faa1,data-bin,data,10,t2,14.87,14.386999999999999,09
faa1,data-bin,data,11,t2,35.232,34.342,09
faa1,data-bin,data,12,t2,41.543,40.348,09
faa1,data-bin,data,13,t2,5.967,4.968999999999999,09
faa1,data-bin,data,14,t2,2.109,1.3200000000000003,09
faa1,analysis-filter,data,15,t2,0.872,0.473,09
faa1,analysis-filter,data,16,t2,2.598,1.9989999999999997,09
faa1,analysis-filter,data,17,t2,2.693,2.274,09
faa1,analysis-filter,data,18,t2,2.371,1.7229999999999999,09
faa1,analysis-filter,data,19,t2,0.632,0.13,09
faa1,analysis-filter,data,20,t2,1.796,1.2,09
faa1,analysis-filter,data,21,t2,0.689,0.09299999999999997,09
faa1,analysis-filter,data,22,t2,8.94,8.392,09
faa1,analysis-filter,data,23,t2,0.657,0.22100000000000003,09
faa1,analysis-filter,data,24,t2,7.629,7.042,09
faa1,analysis-filter,data,25,t2,0.762,0.08799999999999997,09
faa1,analysis-filter,data,26,t2,11.75,11.190000000000001,09
faa1,analysis-filter,data,27,t2,0.752,0.14100000000000001,09
faa1,analysis-filter,data,28,t2,1.758,1.131,09
faa1,analysis-filter,data,29,t2,0.609,0.16599999999999998,09
faa1,analysis-filter,data,30,t2,14.319,13.63,09
faa1,worksheet-add,worksheet,0,t2,61.682,61.06,109
faa1,shelf-add,shelf,1,t2,38.823,38.412000000000006,109
faa1,shelf-add,shelf,2,t2,4.223,3.8649999999999993,109
faa1,data-bin,data,3,t2,4.012,3.385,109
faa1,data-bin,data,4,t2,73.992,73.60900000000001,109
faa1,shelf-add,shelf,5,t2,4.252,3.7829999999999995,109
faa1,show-me,show-me,6,t2,1.393,1.0190000000000001,109
faa1,show-me,show-me,7,t2,0.687,0.03600000000000003,109
faa1,show-me,show-me,8,t2,11.522,11.028,109
faa1,show-me,show-me,9,t2,18.259,17.717000000000002,109
faa1,show-me,show-me,10,t2,3.672,2.8390000000000004,109
faa1,show-me,show-me,11,t2,2.086,1.546,109
faa1,show-me,show-me,12,t2,20.846,20.378,109
faa1,worksheet-add,worksheet,0,t2,35.722,35.024,13
faa1,show-me,show-me,1,t2,8.287,7.402000000000001,13
faa1,data-bin,data,2,t2,7.386,4.036,13
faa1,data-bin,data,3,t2,104.696,103.907,13
faa1,data-bin,data,4,t2,17.869,16.287999999999997,13
faa1,shelf-add,shelf,5,t2,45.885,22.129999999999995,13
faa1,worksheet-duplicate,worksheet,6,t2,9.433,8.189,13
faa1,data-bin,data,7,t2,4.116,3.2529999999999997,13
faa1,shelf-remove,shelf,8,t2,9.699,9.19,13
faa1,shelf-add,shelf,9,t2,51.323,50.471999999999994,13
faa1,worksheet-add,worksheet,0,t2,47.991,47.532,21
faa1,shelf-add,shelf,1,t2,7.5,7.147,21
faa1,shelf-add,shelf,2,t2,7.763,7.497,21
faa1,data-bin,data,3,t2,0.591,0.11699999999999994,21
faa1,data-bin,data,4,t2,1.296,1.137,21
faa1,data-bin,data,5,t2,0.967,0.6799999999999999,21
faa1,data-bin,data,6,t2,1.547,0.959,21
faa1,shelf-remove,shelf,7,t2,6.319,6.062,21
faa1,shelf-add,shelf,8,t2,7.196,6.976999999999999,21
faa1,data-bin,data,9,t2,2.295,1.9980000000000002,21
faa1,data-bin,data,10,t2,1.043,0.766,21
faa1,shelf-remove,shelf,11,t2,6.792,6.545,21
faa1,shelf-add,shelf,12,t2,1.423,0.8290000000000001,21
faa1,shelf-add,shelf,13,t2,5.756,5.452000000000001,21
faa1,formatting,formatting,14,t2,23.771,16.952,21
faa1,shelf-add,shelf,15,t2,4.751,4.481000000000001,21
faa1,shelf-add,shelf,16,t2,4.039,3.7399999999999998,21
faa1,shelf-remove,shelf,17,t2,2.592,2.375,21
faa1,shelf-remove,shelf,18,t2,3.248,2.9730000000000003,21
faa1,shelf-add,shelf,19,t2,3.351,2.732,21
faa1,shelf-remove,shelf,20,t2,7.905,7.716,21
faa1,undo,undo,21,t2,11.61,11.366,21
faa1,shelf-add,shelf,22,t2,13.663,13.371,21
faa1,shelf-add,shelf,23,t2,2.638,2.1159999999999997,21
faa1,shelf-add,shelf,24,t2,5.772,5.430000000000001,21
faa1,analysis-sort,data,25,t2,18.59,18.304000000000002,21
faa1,shelf-remove,shelf,26,t2,1.863,1.578,21
faa1,shelf-add,shelf,27,t2,2.662,2.3770000000000002,21
faa1,shelf-add,shelf,28,t2,78.959,78.674,21
faa1,worksheet-add,worksheet,0,t2,8.502,7.74,33
faa1,shelf-add,shelf,1,t2,5.967,5.478999999999999,33
faa1,data-bin,data,2,t2,7.625,7.05,33
faa1,shelf-add,shelf,3,t2,3.258,2.801,33
faa1,formatting,formatting,4,t2,2.726,2.528,33
faa1,shelf-add,shelf,5,t2,48.967,48.32299999999999,33
faa1,shelf-add,shelf,6,t2,7.752,7.079,33
faa1,undo,undo,7,t2,4.9,4.377000000000001,33
faa1,shelf-add,shelf,8,t2,26.824,26.089000000000002,33
faa1,analysis-filter,data,9,t2,3.431,2.854,33
faa1,undo,undo,10,t2,3.197,2.4730000000000003,33
faa1,analysis-filter,data,11,t2,7.433,7.068,33
faa1,undo,undo,12,t2,3.628,3.0980000000000003,33
faa1,data-bin,data,13,t2,8.733,7.760000000000002,33
faa1,shelf-remove,shelf,14,t2,15.571,14.637999999999998,33
faa1,shelf-add,shelf,15,t2,7.788,3.911,33
faa1,analysis-filter,data,16,t2,18.951,12.745000000000001,33
faa1,analysis-filter,data,17,t2,2.648,1.7340000000000004,33
faa1,analysis-filter,data,18,t2,4.515,4.095,33
faa1,analysis-filter,data,19,t2,25.33,24.496,33
faa1,data-bin,data,20,t2,55.177,54.050999999999995,33
faa1,worksheet-add,worksheet,0,t2,25.298,24.531999999999996,37
faa1,shelf-add,shelf,1,t2,3.222,2.963,37
faa1,shelf-remove,shelf,2,t2,4.104,3.539,37
faa1,shelf-add,shelf,3,t2,17.474,17.213,37
faa1,shelf-add,shelf,4,t2,4.603,4.291,37
faa1,shelf-add,shelf,5,t2,2.247,1.9500000000000002,37
faa1,shelf-add,shelf,6,t2,13.242,12.934000000000001,37
faa1,data-bin,data,7,t2,17.531,16.837999999999997,37
faa1,data-bin,data,8,t2,26.846,25.739,37
faa1,shelf-add,shelf,9,t2,4.957,4.067,37
faa1,shelf-add,shelf,10,t2,12.347,11.745999999999999,37
faa1,shelf-remove,shelf,11,t2,26.924,26.458000000000002,37
faa1,worksheet-add,worksheet,0,t2,43.531,42.61,41
faa1,shelf-add,shelf,1,t2,9.484,9.037,41
faa1,shelf-add,shelf,2,t2,18.47,18.076999999999998,41
faa1,data-bin,data,3,t2,20.54,19.992,41
faa1,data-bin,data,4,t2,11.527,11.166999999999998,41
faa1,data-bin,data,5,t2,57.541,57.05199999999999,41
faa1,shelf-add,shelf,6,t2,13.769,13.073,41
faa1,data-bin,data,7,t2,4.869,4.54,41
faa1,formatting-data,formatting,8,t2,162.661,162.104,41
faa1,formatting-data,formatting,9,t2,3.388,2.8549999999999995,41
faa1,data-bin,data,10,t2,2.815,2.3600000000000003,41
faa1,worksheet-add,worksheet,0,t2,49.875,49.236,45
faa1,shelf-add,shelf,1,t2,3.326,2.9360000000000004,45
faa1,shelf-add,shelf,2,t2,5.572,5.21,45
faa1,data-bin,data,3,t2,9.219,8.677,45
faa1,data-bin,data,4,t2,6.424,5.954,45
faa1,shelf-add,shelf,5,t2,10.569,10.029000000000002,45
faa1,shelf-add,shelf,6,t2,5.205,4.585000000000001,45
faa1,analysis-sort,data,7,t2,3.941,3.5959999999999996,45
faa1,data-bin,data,8,t2,8.263,7.483999999999999,45
faa1,data-bin,data,9,t2,94.008,92.592,45
faa1,shelf-add,shelf,10,t2,2.693,2.144,45
faa1,undo,undo,11,t2,6.838,6.11,45
faa1,shelf-add,shelf,12,t2,5.499,4.872999999999999,45
faa1,shelf-remove,shelf,13,t2,5.516,5.024,45
faa1,data-bin,data,14,t2,6.274,5.687,45
faa1,undo,undo,15,t2,3.633,3.1460000000000004,45
faa1,worksheet-add,worksheet,0,t2,16.831,16.259999999999998,57
faa1,shelf-add,shelf,1,t2,31.142,30.821,57
faa1,shelf-add,shelf,2,t2,3.587,3.189,57
faa1,formatting,formatting,3,t2,22.302,21.834,57
faa1,data-bin,data,4,t2,3.396,2.974,57
faa1,data-bin,data,5,t2,2.78,1.9579999999999997,57
faa1,shelf-remove,shelf,6,t2,20.456,19.842000000000002,57
faa1,shelf-add,shelf,7,t2,9.59,8.621,57
faa1,shelf-add,shelf,8,t2,9.373,8.65,57
faa1,shelf-remove,shelf,9,t2,118.909,118.39500000000001,57
faa1,data-bin,data,10,t2,6.512,5.811999999999999,57
faa1,data-bin,data,11,t2,5.513,4.445,57
faa1,shelf-remove,shelf,12,t2,77.632,76.88400000000001,57
faa1,data-bin,data,13,t2,8.614,4.649,57
faa1,shelf-remove,shelf,14,t2,20.403,19.461,57
faa1,data-bin,data,15,t2,25.284,22.136,57
faa1,data-bin,data,16,t2,3.677,2.241,57
faa1,worksheet-add,worksheet,0,t2,65.147,64.342,65
faa1,shelf-add,shelf,1,t2,8.284,8.022000000000002,65
faa1,shelf-add,shelf,2,t2,55.064,54.749,65
faa1,shelf-add,shelf,3,t2,6.971,6.276,65
faa1,worksheet-add,worksheet,0,t2,18.656,18.061,69
faa1,shelf-add,shelf,1,t2,6.367,5.8790000000000004,69
faa1,shelf-add,shelf,2,t2,9.485,8.985,69
faa1,shelf-add,shelf,3,t2,30.033,29.576999999999998,69
faa1,shelf-remove,shelf,4,t2,1.559,1.036,69
faa1,shelf-add,shelf,5,t2,5.167,4.8229999999999995,69
faa1,shelf-add,shelf,6,t2,7.145,6.668,69
faa1,analysis-sort,data,7,t2,12.719,12.263,69
faa1,show-me,show-me,8,t2,11.366,10.802,69
faa1,shelf-add,shelf,9,t2,4.025,3.5150000000000006,69
faa1,shelf-add,shelf,10,t2,2.601,2.1180000000000003,69
faa1,show-me,show-me,11,t2,10.888,10.402,69
faa1,shelf-add,shelf,12,t2,14.719,14.254999999999999,69
faa1,shelf-add,shelf,13,t2,11.302,10.776,69
faa1,shelf-add,shelf,14,t2,3.936,3.476,69
faa1,shelf-remove,shelf,15,t2,6.49,6.096,69
faa1,shelf-add,shelf,16,t2,7.01,6.5969999999999995,69
faa1,shelf-remove,shelf,17,t2,5.618,5.1290000000000004,69
faa1,undo,undo,18,t2,3.307,2.9210000000000003,69
faa1,shelf-add,shelf,19,t2,7.854,7.407,69
faa1,shelf-remove,shelf,20,t2,15.515,15.101,69
faa1,analysis-sort,data,21,t2,11.783,11.567,69
faa1,analysis-sort,data,22,t2,13.901,13.447999999999999,69
faa1,analysis-sort,data,23,t2,23.498,23.008000000000003,69
faa1,analysis-sort,data,24,t2,36.253,36.044,69
faa1,analysis-sort,data,25,t2,9.701,9.206,69
faa1,analysis-sort,data,26,t2,7.523,7.237,69
faa1,shelf-add,shelf,27,t2,4.399,3.9280000000000004,69
faa1,shelf-add,shelf,28,t2,9.986,9.442,69
faa1,shelf-remove,shelf,29,t2,3.716,3.2090000000000005,69
faa1,shelf-add,shelf,30,t2,18.257,17.885,69
faa1,shelf-remove,shelf,31,t2,9.365,9.001000000000001,69
faa1,shelf-add,shelf,32,t2,4.705,4.222,69
faa1,shelf-remove,shelf,33,t2,5.136,4.633,69
faa1,worksheet-add,worksheet,0,t2,3.464,2.735,81
faa1,shelf-add,shelf,1,t2,10.174,9.814,81
faa1,shelf-add,shelf,2,t2,22.932,22.565,81
faa1,worksheet-add,worksheet,0,t2,18.088,17.081,85
faa1,shelf-add,shelf,1,t2,41.884,41.609,85
faa1,data-bin,data,2,t2,10.766,10.164,85
faa1,data-bin,data,3,t2,38.415,37.559,85
faa1,shelf-add,shelf,4,t2,29.191,26.765,85
faa1,show-me,show-me,5,t2,12.865,10.539,85
faa1,shelf-add,shelf,6,t2,26.792,14.391,85
faa1,shelf-add,shelf,7,t2,106.971,94.455,85
faa1,analysis-filter,data,8,t2,4.764,2.4780000000000006,85
faa1,worksheet-add,worksheet,0,t2,60.204,59.207,89
faa1,shelf-add,shelf,1,t2,16.255,15.756,89
faa1,shelf-add,shelf,2,t2,4.835,4.357,89
faa1,formatting,formatting,3,t2,38.025,37.643,89
faa1,shelf-add,shelf,4,t2,6.823,6.478000000000001,89
faa1,formatting,formatting,5,t2,2.89,2.394,89
faa1,worksheet-add,worksheet,0,t2,88.411,87.842,93
faa1,show-me,show-me,1,t2,15.857,15.165999999999999,93
faa1,shelf-remove,shelf,2,t2,3.911,3.3920000000000003,93
faa1,shelf-add,shelf,3,t2,21.051,20.557,93
faa1,worksheet-duplicate,worksheet,4,t2,9.834,8.918,93
faa1,show-me,show-me,5,t2,4.939,4.042,93
faa1,shelf-add,shelf,6,t2,8.951,8.341000000000001,93
faa1,formatting,formatting,7,t2,2.753,2.27,93
faa1,formatting,formatting,8,t2,21.705,21.221999999999998,93
faa1,data-bin,data,9,t2,2.681,1.88,93
faa1,data-bin,data,10,t2,2.223,1.339,93
faa1,data-bin,data,11,t2,10.332,9.042,93
faa1,data-bin,data,12,t2,6.252,5.61,93
faa1,shelf-add,shelf,13,t2,4.283,3.468,93
faa1,formatting,formatting,14,t2,1.432,0.9179999999999999,93
faa1,data-bin,data,15,t2,15.057,14.456,93
faa1,data-bin,data,16,t2,5.759,5.16,93
faa1,show-me,show-me,17,t2,9.232,8.443999999999999,93
faa1,show-me,show-me,18,t2,20.27,18.959999999999997,93
weather1,worksheet-add,worksheet,0,t1,48.026,46.787000000000006,01
weather1,shelf-add,shelf,1,t1,5.779,0,01
weather1,shelf-add,shelf,2,t1,47.043,46.458,01
weather1,shelf-add,shelf,3,t1,3.102,2.605,01
weather1,shelf-remove,shelf,4,t1,12.805,12.217,01
weather1,data-bin,data,5,t1,5.03,4.394,01
weather1,data-bin,data,6,t1,3.733,3.3160000000000003,01
weather1,shelf-add,shelf,7,t1,29.459,29.075,01
weather1,data-derive,data,8,t1,116.735,116.08600000000001,01
weather1,shelf-add,shelf,9,t1,20.371,19.602,01
weather1,shelf-add,shelf,10,t1,12.536,12.088999999999999,01
weather1,shelf-remove,shelf,11,t1,1.871,1.426,01
weather1,shelf-remove,shelf,12,t1,1.658,1.1349999999999998,01
weather1,shelf-remove,shelf,13,t1,42.634,42.187000000000005,01
weather1,shelf-remove,shelf,14,t1,1.929,1.5390000000000001,01
weather1,shelf-add,shelf,15,t1,3.041,2.613,01
weather1,worksheet-add,worksheet,0,t1,40.368,39.637,05
weather1,shelf-add,shelf,1,t1,4.47,4.071,05
weather1,data-bin,data,2,t1,5.437,4.922000000000001,05
weather1,data-bin,data,3,t1,11.246,10.799000000000001,05
weather1,shelf-add,shelf,4,t1,3.737,3.1670000000000003,05
weather1,data-bin,data,5,t1,12.377,11.772000000000002,05
weather1,shelf-add,shelf,6,t1,3.942,3.31,05
weather1,data-bin,data,7,t1,6.019,5.470000000000001,05
weather1,shelf-add,shelf,8,t1,4.635,4.021999999999999,05
weather1,data-bin,data,9,t1,9.657,9.033000000000001,05
weather1,shelf-add,shelf,10,t1,23.857,23.35,05
weather1,shelf-add,shelf,11,t1,2.61,2.149,05
weather1,shelf-add,shelf,12,t1,4.193,3.891,05
weather1,shelf-add,shelf,13,t1,2.378,2.1270000000000002,05
weather1,undo,undo,14,t1,0.156,0,05
weather1,undo,undo,15,t1,1.243,0.7600000000000002,05
weather1,undo,undo,16,t1,2.647,2.1769999999999996,05
weather1,shelf-remove,shelf,17,t1,1.698,1.153,05
weather1,shelf-remove,shelf,18,t1,1.742,1.209,05
weather1,shelf-remove,shelf,19,t1,1.545,1.117,05
weather1,shelf-remove,shelf,20,t1,3.51,3.165,05
weather1,shelf-add,shelf,21,t1,7.265,5.096,05
weather1,data-bin,data,22,t1,8.813,7.779,05
weather1,shelf-add,shelf,23,t1,3.341,2.9080000000000004,05
weather1,formatting,formatting,24,t1,2.854,2.4650000000000003,05
weather1,analysis-filter,data,25,t1,3.15,2.936,05
weather1,analysis-sort,data,26,t1,18.265,17.878,05
weather1,shelf-add,shelf,27,t1,49.519,48.991,05
weather1,formatting,formatting,28,t1,5.117,4.707,05
weather1,formatting,formatting,29,t1,5.256,4.728,05
weather1,formatting,formatting,30,t1,42.996,42.564,05
weather1,data-bin,data,31,t1,6.259,5.432,05
weather1,data-bin,data,32,t1,36.774,36.398,05
weather1,data-bin,data,33,t1,4.711,3.899,05
weather1,data-bin,data,34,t1,2.671,1.7269999999999999,05
weather1,undo,undo,35,t1,0.275,0,05
weather1,shelf-remove,shelf,0,t1,123.677,123.147,113
weather1,shelf-add,shelf,1,t1,50.805,50.382999999999996,113
weather1,formatting-data,formatting,2,t1,9.456,9.036999999999999,113
weather1,shelf-add,shelf,3,t1,2.146,1.7139999999999997,113
weather1,shelf-add,shelf,4,t1,5.786,5.419,113
weather1,shelf-add,shelf,5,t1,15.598,15.182,113
weather1,shelf-remove,shelf,6,t1,3.862,3.354,113
weather1,shelf-remove,shelf,7,t1,5.214,4.8500000000000005,113
weather1,undo,undo,8,t1,0.784,0.378,113
weather1,undo,undo,9,t1,6.252,5.8,113
weather1,shelf-add,shelf,10,t1,11.135,10.587,113
weather1,shelf-add,shelf,11,t1,87.772,87.253,113
weather1,worksheet-add,worksheet,0,t1,14.643,13.945,117
weather1,shelf-add,shelf,1,t1,6.729,5.033,117
weather1,shelf-add,shelf,2,t1,3.046,1.253,117
weather1,shelf-add,shelf,3,t1,4.124,1.9099999999999997,117
weather1,shelf-add,shelf,4,t1,3.402,1.4180000000000001,117
weather1,formatting,formatting,5,t1,82.364,82.105,117
weather1,shelf-remove,shelf,6,t1,14.332,14.082,117
weather1,shelf-add,shelf,7,t1,13.598,11.988000000000001,117
weather1,shelf-remove,shelf,8,t1,3.95,3.3500000000000005,117
weather1,shelf-add,shelf,9,t1,18.844,17.19,117
weather1,shelf-add,shelf,10,t1,1.965,1.4700000000000002,117
weather1,shelf-add,shelf,11,t1,1.421,0.806,117
weather1,shelf-add,shelf,12,t1,38.496,37.883,117
weather1,shelf-add,shelf,13,t1,11.495,9.861,117
weather1,shelf-add,shelf,14,t1,10.753,8.993,117
weather1,shelf-add,shelf,15,t1,7.08,5.401,117
weather1,formatting,formatting,16,t1,31.631,31.053,117
weather1,shelf-remove,shelf,17,t1,14.898,14.354,117
weather1,shelf-add,shelf,18,t1,3.529,3.257,117
weather1,shelf-add,shelf,19,t1,2.219,1.9329999999999998,117
weather1,shelf-add,shelf,20,t1,4.889,4.571000000000001,117
weather1,shelf-add,shelf,21,t1,3.088,2.764,117
weather1,formatting,formatting,22,t1,2.648,2.37,117
weather1,formatting,formatting,23,t1,7.684,7.425,117
weather1,worksheet-add,worksheet,0,t1,31.903,31.29,21
weather1,shelf-add,shelf,1,t1,3.355,2.9090000000000003,21
weather1,shelf-add,shelf,2,t1,9.231,8.765,21
weather1,shelf-add,shelf,3,t1,7.562,6.716000000000001,21
weather1,shelf-add,shelf,4,t1,3.142,1.9,21
weather1,shelf-remove,shelf,5,t1,1.976,0.873,21
weather1,shelf-remove,shelf,6,t1,1.842,1.1480000000000001,21
weather1,shelf-remove,shelf,7,t1,2.019,1.225,21
weather1,shelf-remove,shelf,8,t1,37.972,37.462,21
weather1,shelf-add,shelf,9,t1,2.882,2.3400000000000003,21
weather1,shelf-add,shelf,10,t1,18.036,17.397000000000002,21
weather1,worksheet-add,worksheet,0,t1,61.501,60.966,25
weather1,shelf-add,shelf,1,t1,4.196,3.9179999999999993,25
weather1,shelf-add,shelf,2,t1,6.375,6.013,25
weather1,shelf-add,shelf,3,t1,5.816,5.259,25
weather1,shelf-add,shelf,4,t1,2.986,2.427,25
weather1,formatting,formatting,5,t1,3.001,2.6310000000000002,25
weather1,show-me,show-me,6,t1,7.983,7.584,25
weather1,shelf-remove,shelf,7,t1,13.61,13.258,25
weather1,shelf-add,shelf,8,t1,9.789,9.452,25
weather1,shelf-add,shelf,9,t1,3.39,2.824,25
weather1,shelf-remove,shelf,10,t1,4.285,3.8620000000000005,25
weather1,show-me,show-me,11,t1,4.844,4.519,25
weather1,shelf-add,shelf,0,t1,72.038,71.598,29
weather1,data-bin,data,1,t1,4.463,3.7270000000000003,29
weather1,worksheet-add,worksheet,0,t1,132.59,131.766,41
weather1,shelf-add,shelf,1,t1,14.321,13.984,41
weather1,shelf-add,shelf,2,t1,12.963,12.329999999999998,41
weather1,shelf-add,shelf,3,t1,1.631,1.2830000000000001,41
weather1,shelf-add,shelf,4,t1,2.2,1.8330000000000002,41
weather1,shelf-add,shelf,5,t1,1.975,1.6720000000000002,41
weather1,shelf-add,shelf,6,t1,85.511,85.157,41
weather1,shelf-add,shelf,7,t1,2.927,2.209,41
weather1,shelf-remove,shelf,8,t1,6.216,5.644,41
weather1,shelf-remove,shelf,9,t1,56.391,55.964,41
weather1,shelf-add,shelf,10,t1,12.807,12.29,41
weather1,show-me,show-me,11,t1,38.894,38.50599999999999,41
weather1,data-bin,data,12,t1,0.992,0.02100000000000002,41
weather1,data-bin,data,13,t1,1.229,0.6550000000000002,41
weather1,data-bin,data,14,t1,1.903,1.3080000000000003,41
weather1,data-bin,data,15,t1,2.08,0.9510000000000001,41
weather1,data-bin,data,16,t1,32.13,30.353,41
weather1,shelf-add,shelf,17,t1,3.46,0.6800000000000002,41
weather1,shelf-remove,shelf,18,t1,3.032,1.481,41
weather1,shelf-remove,shelf,19,t1,3.766,2.534,41
weather1,shelf-remove,shelf,20,t1,6.711,5.4990000000000006,41
weather1,shelf-add,shelf,21,t1,19.444,18.477,41
weather1,shelf-add,shelf,22,t1,9.795,8.111,41
weather1,shelf-add,shelf,23,t1,13.76,11.886999999999999,41
weather1,shelf-remove,shelf,24,t1,3.22,1.9500000000000004,41
weather1,shelf-add,shelf,25,t1,29.466,27.276,41
weather1,data-bin,data,26,t1,36.577,35.46,41
weather1,shelf-add,shelf,0,t1,7.099,6.5600000000000005,45
weather1,shelf-remove,shelf,1,t1,53.233,52.867,45
weather1,shelf-add,shelf,2,t1,16.75,16.405,45
weather1,shelf-add,shelf,3,t1,3.305,2.8040000000000003,45
weather1,undo,undo,4,t1,5.272,5.003,45
weather1,shelf-add,shelf,5,t1,9.739,9.378,45
weather1,shelf-add,shelf,6,t1,4.889,4.519,45
weather1,shelf-add,shelf,7,t1,111.85,111.502,45
weather1,shelf-add,shelf,8,t1,53.045,52.745,45
weather1,shelf-remove,shelf,9,t1,3.904,3.5629999999999997,45
weather1,shelf-remove,shelf,10,t1,6.115,5.79,45
weather1,shelf-remove,shelf,11,t1,2.809,2.4880000000000004,45
weather1,shelf-remove,shelf,12,t1,8.746,8.418000000000001,45
weather1,shelf-add,shelf,13,t1,20.682,18.016999999999996,45
weather1,shelf-add,shelf,14,t1,25.743,23.188999999999997,45
